pixel_id,ocean
1094,Southern Ocean
1095,Southern Ocean
1096,Southern Ocean
1097,Southern Ocean
1098,Southern Ocean
1099,Southern Ocean
1100,Southern Ocean
1101,Southern Ocean
1102,Southern Ocean
1103,Southern Ocean
1104,Southern Ocean
1105,Southern Ocean
1106,Southern Ocean
1107,Southern Ocean
1108,Southern Ocean
1109,Southern Ocean
1110,Southern Ocean
1111,Southern Ocean
1112,Southern Ocean
1113,Southern Ocean
1114,Southern Ocean
1115,Southern Ocean
1116,Southern Ocean
1117,Southern Ocean
1118,Southern Ocean
1119,Southern Ocean
1120,Southern Ocean
1121,Southern Ocean
1122,Southern Ocean
1123,Southern Ocean
1124,Southern Ocean
1125,Southern Ocean
1126,Southern Ocean
1127,Southern Ocean
1128,Southern Ocean
1129,Southern Ocean
1130,Southern Ocean
1131,Southern Ocean
1132,Southern Ocean
1133,Southern Ocean
1134,
1135,Southern Ocean
1136,Southern Ocean
1137,Southern Ocean
1138,Southern Ocean
1139,Southern Ocean
1140,Southern Ocean
1141,Southern Ocean
1142,Southern Ocean
1143,Southern Ocean
1144,Southern Ocean
1145,Southern Ocean
1146,Southern Ocean
1147,Southern Ocean
1148,Southern Ocean
1149,Southern Ocean
1150,Southern Ocean
1151,Southern Ocean
1152,Southern Ocean
1153,Southern Ocean
1154,Southern Ocean
1155,Southern Ocean
1156,Southern Ocean
1157,Southern Ocean
1158,Southern Ocean
1159,Southern Ocean
1160,Southern Ocean
1161,Southern Ocean
1162,Southern Ocean
1163,Southern Ocean
1164,Southern Ocean
1165,Southern Ocean
1166,Southern Ocean
1167,Southern Ocean
1168,Southern Ocean
1169,Southern Ocean
1170,Southern Ocean
1171,Southern Ocean
1172,Southern Ocean
1173,Southern Ocean
1174,Southern Ocean
1175,Southern Ocean
1176,Southern Ocean
1177,Southern Ocean
1178,Southern Ocean
1179,Southern Ocean
1180,Southern Ocean
1181,Southern Ocean
1182,
1183,
1184,
1185,Southern Ocean
1186,Southern Ocean
1187,Southern Ocean
1188,Southern Ocean
1189,Southern Ocean
1190,Southern Ocean
1191,
1192,
1193,
1194,
1195,
1196,
1197,
1198,
1199,
1200,
1201,
1202,
1203,
1204,
1205,
1206,
1207,
1208,
1209,
1210,
1211,
1212,
1213,
1214,
1215,
1216,
1217,
1218,
1219,
1220,
1221,
1222,
1223,
1224,Southern Ocean
1225,Southern Ocean
1226,Southern Ocean
1227,Southern Ocean
1228,Southern Ocean
1229,Southern Ocean
1230,Southern Ocean
1231,Southern Ocean
1232,Southern Ocean
1233,Southern Ocean
1234,Southern Ocean
1235,Southern Ocean
1236,Southern Ocean
1237,Southern Ocean
1238,Southern Ocean
1239,Southern Ocean
1240,Southern Ocean
1241,Southern Ocean
1242,Southern Ocean
1243,Southern Ocean
1244,Southern Ocean
1245,Southern Ocean
1246,Southern Ocean
1247,Southern Ocean
1248,Southern Ocean
1249,Southern Ocean
1250,Southern Ocean
1251,Southern Ocean
1252,Southern Ocean
1253,Southern Ocean
1254,Southern Ocean
1255,Southern Ocean
1256,Southern Ocean
1257,Southern Ocean
1258,Southern Ocean
1259,Southern Ocean
1260,Southern Ocean
1261,Southern Ocean
1262,Southern Ocean
1263,Southern Ocean
1264,Southern Ocean
1265,Southern Ocean
1266,Southern Ocean
1267,Southern Ocean
1268,Southern Ocean
1269,Southern Ocean
1270,Southern Ocean
1271,Southern Ocean
1272,Southern Ocean
1273,Southern Ocean
1274,Southern Ocean
1275,Southern Ocean
1276,Southern Ocean
1277,Southern Ocean
1278,Southern Ocean
1279,Southern Ocean
1280,Southern Ocean
1281,Southern Ocean
1282,Southern Ocean
1283,Southern Ocean
1284,Southern Ocean
1285,Southern Ocean
1286,Southern Ocean
1287,Southern Ocean
1288,Southern Ocean
1289,Southern Ocean
1290,Southern Ocean
1291,Southern Ocean
1292,Southern Ocean
1293,Southern Ocean
1294,Southern Ocean
1295,Southern Ocean
1296,Southern Ocean
1297,Southern Ocean
1298,Southern Ocean
1299,Southern Ocean
1300,Southern Ocean
1301,Southern Ocean
1302,Southern Ocean
1303,Southern Ocean
1304,Southern Ocean
1305,Southern Ocean
1306,Southern Ocean
1307,Southern Ocean
1308,Southern Ocean
1309,Southern Ocean
1310,Southern Ocean
1311,Southern Ocean
1312,Southern Ocean
1313,Southern Ocean
1314,Southern Ocean
1315,
1316,Southern Ocean
1317,Southern Ocean
1318,Southern Ocean
1319,Southern Ocean
1320,Southern Ocean
1321,Southern Ocean
1322,Southern Ocean
1323,Southern Ocean
1324,Southern Ocean
1325,Southern Ocean
1326,Southern Ocean
1327,Southern Ocean
1328,Southern Ocean
1329,Southern Ocean
1330,Southern Ocean
1331,Southern Ocean
1332,Southern Ocean
1333,Southern Ocean
1334,Southern Ocean
1335,Southern Ocean
1336,Southern Ocean
1337,Southern Ocean
1338,Southern Ocean
1339,Southern Ocean
1340,Southern Ocean
1341,Southern Ocean
1342,Southern Ocean
1343,Southern Ocean
1344,Southern Ocean
1345,Southern Ocean
1346,Southern Ocean
1347,Southern Ocean
1348,Southern Ocean
1349,Southern Ocean
1350,Southern Ocean
1351,Southern Ocean
1352,Southern Ocean
1353,Southern Ocean
1354,Southern Ocean
1355,Southern Ocean
1356,Southern Ocean
1357,Southern Ocean
1358,Southern Ocean
1359,Southern Ocean
1360,Southern Ocean
1361,Southern Ocean
1362,Southern Ocean
1363,Southern Ocean
1364,Southern Ocean
1365,Southern Ocean
1366,Southern Ocean
1367,
1368,
1369,
1370,
1371,
1372,Southern Ocean
1373,Southern Ocean
1374,Southern Ocean
1375,Southern Ocean
1376,
1377,
1378,
1379,
1380,
1381,
1382,
1383,
1384,
1385,
1386,
1387,
1388,
1389,
1390,
1391,
1392,
1393,
1394,
1395,
1396,
1397,
1398,
1399,
1400,
1401,
1402,
1403,
1404,
1405,
1406,
1407,Southern Ocean
1408,Southern Ocean
1409,Southern Ocean
1410,Southern Ocean
1411,Southern Ocean
1412,Southern Ocean
1413,Southern Ocean
1414,Southern Ocean
1415,Southern Ocean
1416,Southern Ocean
1417,Southern Ocean
1418,Southern Ocean
1419,Southern Ocean
1420,Southern Ocean
1421,Southern Ocean
1422,Southern Ocean
1423,Southern Ocean
1424,Southern Ocean
1425,Southern Ocean
1426,Southern Ocean
1427,Southern Ocean
1428,Southern Ocean
1429,Southern Ocean
1430,Southern Ocean
1431,Southern Ocean
1432,Southern Ocean
1433,Southern Ocean
1434,Southern Ocean
1435,Southern Ocean
1436,Southern Ocean
1437,Southern Ocean
1438,Southern Ocean
1439,Southern Ocean
1440,Southern Ocean
1441,Southern Ocean
1442,Southern Ocean
1443,Southern Ocean
1444,Southern Ocean
1445,Southern Ocean
1446,Southern Ocean
1447,Southern Ocean
1448,Southern Ocean
1449,Southern Ocean
1450,Southern Ocean
1451,Southern Ocean
1452,Southern Ocean
1453,Southern Ocean
1454,Southern Ocean
1455,Southern Ocean
1456,Southern Ocean
1457,Southern Ocean
1458,Southern Ocean
1459,Southern Ocean
1460,Southern Ocean
1461,Southern Ocean
1462,Southern Ocean
1463,Southern Ocean
1464,Southern Ocean
1465,Southern Ocean
1466,Southern Ocean
1467,Southern Ocean
1468,Southern Ocean
1469,Southern Ocean
1470,Southern Ocean
1471,Southern Ocean
1472,Southern Ocean
1473,Southern Ocean
1474,Southern Ocean
1475,Southern Ocean
1476,Southern Ocean
1477,Southern Ocean
1478,Southern Ocean
1479,Southern Ocean
1480,Southern Ocean
1481,Southern Ocean
1482,Southern Ocean
1483,Southern Ocean
1484,Southern Ocean
1485,Southern Ocean
1486,Southern Ocean
1487,Southern Ocean
1488,Southern Ocean
1489,Southern Ocean
1490,Southern Ocean
1491,Southern Ocean
1492,Southern Ocean
1493,Southern Ocean
1494,Southern Ocean
1495,
1496,Southern Ocean
1497,Southern Ocean
1498,Southern Ocean
1499,
1500,Southern Ocean
1501,Southern Ocean
1502,Southern Ocean
1503,Southern Ocean
1504,Southern Ocean
1505,Southern Ocean
1506,Southern Ocean
1507,Southern Ocean
1508,Southern Ocean
1509,Southern Ocean
1510,Southern Ocean
1511,Southern Ocean
1512,Southern Ocean
1513,Southern Ocean
1514,Southern Ocean
1515,Southern Ocean
1516,Southern Ocean
1517,Southern Ocean
1518,Southern Ocean
1519,Southern Ocean
1520,Southern Ocean
1521,Southern Ocean
1522,Southern Ocean
1523,Southern Ocean
1524,Southern Ocean
1525,Southern Ocean
1526,Southern Ocean
1527,Southern Ocean
1528,Southern Ocean
1529,Southern Ocean
1530,Southern Ocean
1531,Southern Ocean
1532,Southern Ocean
1533,Southern Ocean
1534,Southern Ocean
1535,Southern Ocean
1536,Southern Ocean
1537,Southern Ocean
1538,Southern Ocean
1539,Southern Ocean
1540,Southern Ocean
1541,Southern Ocean
1542,Southern Ocean
1543,Southern Ocean
1544,Southern Ocean
1545,Southern Ocean
1546,Southern Ocean
1547,Southern Ocean
1548,Southern Ocean
1549,Southern Ocean
1550,Southern Ocean
1551,Southern Ocean
1552,Southern Ocean
1553,Southern Ocean
1554,Southern Ocean
1555,Southern Ocean
1556,Southern Ocean
1557,Southern Ocean
1558,Southern Ocean
1559,Southern Ocean
1560,Southern Ocean
1561,Southern Ocean
1562,Southern Ocean
1563,Southern Ocean
1564,
1565,
1566,
1567,
1568,Southern Ocean
1569,Southern Ocean
1570,Southern Ocean
1571,Southern Ocean
1572,Southern Ocean
1573,Southern Ocean
1574,Southern Ocean
1575,Southern Ocean
1576,
1577,
1578,
1579,
1580,
1581,
1582,
1583,
1584,
1585,
1586,
1587,
1588,
1589,
1590,
1591,
1592,
1593,
1594,
1595,
1596,
1597,
1598,
1599,
1600,
1601,
1602,
1603,
1604,
1605,Southern Ocean
1606,Southern Ocean
1607,Southern Ocean
1608,Southern Ocean
1609,Southern Ocean
1610,Southern Ocean
1611,Southern Ocean
1612,Southern Ocean
1613,Southern Ocean
1614,Southern Ocean
1615,Southern Ocean
1616,Southern Ocean
1617,Southern Ocean
1618,Southern Ocean
1619,Southern Ocean
1620,Southern Ocean
1621,Southern Ocean
1622,Southern Ocean
1623,Southern Ocean
1624,Southern Ocean
1625,Southern Ocean
1626,Southern Ocean
1627,Southern Ocean
1628,Southern Ocean
1629,Southern Ocean
1630,Southern Ocean
1631,Southern Ocean
1632,Southern Ocean
1633,Southern Ocean
1634,Southern Ocean
1635,Southern Ocean
1636,Southern Ocean
1637,Southern Ocean
1638,Southern Ocean
1639,Southern Ocean
1640,Southern Ocean
1641,Southern Ocean
1642,Southern Ocean
1643,Southern Ocean
1644,Southern Ocean
1645,Southern Ocean
1646,Southern Ocean
1647,Southern Ocean
1648,Southern Ocean
1649,Southern Ocean
1650,Southern Ocean
1651,Southern Ocean
1652,Southern Ocean
1653,Southern Ocean
1654,Southern Ocean
1655,Southern Ocean
1656,Southern Ocean
1657,Southern Ocean
1658,Southern Ocean
1659,Southern Ocean
1660,Southern Ocean
1661,Southern Ocean
1662,Southern Ocean
1663,Southern Ocean
1664,Southern Ocean
1665,Southern Ocean
1666,Southern Ocean
1667,Southern Ocean
1668,Southern Ocean
1669,Southern Ocean
1670,Southern Ocean
1671,Southern Ocean
1672,Southern Ocean
1673,Southern Ocean
1674,Southern Ocean
1675,Southern Ocean
1676,Southern Ocean
1677,Southern Ocean
1678,Southern Ocean
1679,Southern Ocean
1680,Southern Ocean
1681,Southern Ocean
1682,Southern Ocean
1683,Southern Ocean
1684,Southern Ocean
1685,Southern Ocean
1686,Southern Ocean
1687,Southern Ocean
1688,Southern Ocean
1689,Southern Ocean
1690,Southern Ocean
1691,Southern Ocean
1692,Southern Ocean
